yourlist:M2022030892C7BAECDB1C5C413EE0E0348724B682456919U	Entry	Entry name	Status	Protein names	Gene names	Organism	Length
P45446	P45446	RORB_RAT	reviewed	Nuclear receptor ROR-beta (Nuclear receptor RZR-beta) (Nuclear receptor subfamily 1 group F member 2) (Retinoid-related orphan receptor-beta)	Rorb Nr1f2 Rzrb	Rattus norvegicus (Rat)	470
P19814	P19814	TGON3_RAT	reviewed	Trans-Golgi network integral membrane protein TGN38	Ttgn1	Rattus norvegicus (Rat)	357
Q2N0S7	Q2N0S7	Q2N0S7_9HIV1	unreviewed	Envelope glycoprotein gp160 (Env polyprotein) [Cleaved into: Surface protein gp120 (SU) (Glycoprotein 120) (gp120); Transmembrane protein gp41 (TM) (Glycoprotein 41) (gp41)]	env	Human immunodeficiency virus 1	860
Q08209	Q08209	PP2BA_HUMAN	reviewed	Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform (EC 3.1.3.16) (CAM-PRP catalytic subunit) (Calmodulin-dependent calcineurin A subunit alpha isoform)	PPP3CA CALNA CNA	Homo sapiens (Human)	521
Q9NYZ4	Q9NYZ4	SIGL8_HUMAN	reviewed	Sialic acid-binding Ig-like lectin 8 (Siglec-8) (Sialoadhesin family member 2) (SAF-2)	SIGLEC8 SAF2	Homo sapiens (Human)	499
D0VWV4	D0VWV4	C560_PIG	reviewed	Succinate dehydrogenase cytochrome b560 subunit, mitochondrial (Succinate-ubiquinone oxidoreductase cytochrome B large subunit) (CYBL)	SDHC	Sus scrofa (Pig)	169
Q8NR95	Q8NR95	Q8NR95_CORGL	unreviewed	Transcriptional regulator	Cgl1157	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	229
P08519	P08519	APOA_HUMAN	reviewed	Apolipoprotein(a) (Apo(a)) (Lp(a)) (EC 3.4.21.-)	LPA	Homo sapiens (Human)	2040
S3MDF0	S3MDF0	S3MDF0_9SPIR	unreviewed	PBPb domain-containing protein	HMPREF1222_00896	Treponema vincentii F0403	272
P23458,Q59GQ2	P23458	JAK1_HUMAN	reviewed	Tyrosine-protein kinase JAK1 (EC 2.7.10.2) (Janus kinase 1) (JAK-1)	JAK1 JAK1A JAK1B	Homo sapiens (Human)	1154
O49235	O49235	O49235_SOYBN	unreviewed	Glutathione transferase (EC 2.5.1.18)	GSTa	Glycine max (Soybean) (Glycine hispida)	219
Q14149	Q14149	MORC3_HUMAN	reviewed	MORC family CW-type zinc finger protein 3 (Nuclear matrix protein 2) (Zinc finger CW-type coiled-coil domain protein 3)	MORC3 KIAA0136 NXP2 ZCWCC3	Homo sapiens (Human)	939
Q6PRR9	Q6PRR9	Q6PRR9_PLAVI	unreviewed	Aspartic protease PM5		Plasmodium vivax	536
Q6IQ20	Q6IQ20	NAPEP_HUMAN	reviewed	N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D (N-acyl phosphatidylethanolamine phospholipase D) (NAPE-PLD) (NAPE-hydrolyzing phospholipase D) (EC 3.1.4.54)	NAPEPLD C7orf18	Homo sapiens (Human)	393
P07617	P07617	MCE_VACCW	reviewed	Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase (EC 2.1.1.57) (Poly(A) polymerase regulatory subunit) (Poly(A) polymerase small subunit) (PAP-S) (VP39)	PAPS VACWR095 J3R	Vaccinia virus (strain Western Reserve) (VACV) (Vaccinia virus (strain WR))	333
P11439	P11439	TOXA_PSEAE	reviewed	Exotoxin A (ETA) (EC 2.4.2.36) (NAD(+)--diphthamide ADP-ribosyltransferase) (Pseudomonas exotoxin) (PE)	eta PA1148	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	638
Q13976,Q6P5T7	Q13976	KGP1_HUMAN	reviewed	cGMP-dependent protein kinase 1 (cGK 1) (cGK1) (EC 2.7.11.12) (cGMP-dependent protein kinase I) (cGKI)	PRKG1 PRKG1B PRKGR1A PRKGR1B	Homo sapiens (Human)	671
A0A0H3GM04	A0A0H3GM04	A0A0H3GM04_KLEPH	unreviewed	Putative glyoxalase/bleomycin resistance protein/dioxygenase	KPHS_06030	Klebsiella pneumoniae subsp. pneumoniae (strain HS11286)	139
P10412	P10412	H14_HUMAN	reviewed	Histone H1.4 (Histone H1b) (Histone H1s-4)	H1-4 H1F4 HIST1H1E	Homo sapiens (Human)	219
O00329	O00329	PK3CD_HUMAN	reviewed	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform (PI3-kinase subunit delta) (PI3K-delta) (PI3Kdelta) (PtdIns-3-kinase subunit delta) (EC 2.7.1.137) (EC 2.7.1.153) (Phosphatidylinositol 4,5-bisphosphate 3-kinase 110 kDa catalytic subunit delta) (PtdIns-3-kinase subunit p110-delta) (p110delta)	PIK3CD	Homo sapiens (Human)	1044
Q08214	Q08214	NTH2_YEAST	reviewed	Endonuclease III homolog 2 (EC 3.2.2.-) (EC 4.2.99.18) (Bifunctional DNA N-glycosylase/DNA-(apurinic or apyrimidinic site) lyase 2) (DNA glycosylase/AP lyase 2) (Endonuclease III-like glycosylase 2) (Redoxyendonuclease 2)	NTG2 SCR2 YOL043C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	380
O15054	O15054	KDM6B_HUMAN	reviewed	Lysine-specific demethylase 6B (EC 1.14.11.68) (JmjC domain-containing protein 3) (Jumonji domain-containing protein 3) (Lysine demethylase 6B) ([histone H3]-trimethyl-L-lysine(27) demethylase 6B)	KDM6B JMJD3 KIAA0346	Homo sapiens (Human)	1643
G5EG62	G5EG62	G5EG62_CAEEL	unreviewed	TPR_REGION domain-containing protein (UNC-45)	unc-45 CELE_F30H5.1 F30H5.1	Caenorhabditis elegans	961
Q4WP27	Q4WP27	Q4WP27_ASPFU	unreviewed	CaaX farnesyltransferase alpha subunit Ram2 (EC 2.5.1.-)	AFUA_4G07800	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)	353
Q96RU8	Q96RU8	TRIB1_HUMAN	reviewed	Tribbles homolog 1 (TRB-1) (G-protein-coupled receptor-induced gene 2 protein) (GIG-2) (SKIP1)	TRIB1 C8FW GIG2 TRB1	Homo sapiens (Human)	372
Q15276	Q15276	RABE1_HUMAN	reviewed	Rab GTPase-binding effector protein 1 (Rabaptin-4) (Rabaptin-5) (Rabaptin-5alpha) (Renal carcinoma antigen NY-REN-17)	RABEP1 RAB5EP RABPT5 RABPT5A	Homo sapiens (Human)	862
P29218	P29218	IMPA1_HUMAN	reviewed	Inositol monophosphatase 1 (IMP 1) (IMPase 1) (EC 3.1.3.25) (D-galactose 1-phosphate phosphatase) (EC 3.1.3.94) (Inositol-1(or 4)-monophosphatase 1) (Lithium-sensitive myo-inositol monophosphatase A1)	IMPA1 IMPA	Homo sapiens (Human)	277
B6HWK0	B6HWK0	B6HWK0_PENRW	unreviewed	Pc24g00380 protein	Pc24g00380 PCH_Pc24g00380	Penicillium rubens (strain ATCC 28089 / DSM 1075 / NRRL 1951 / Wisconsin 54-1255) (Penicillium chrysogenum)	92
P22073	P22073	BGLA_PAEPO	reviewed	Beta-glucosidase A (BGA) (EC 3.2.1.21) (Amygdalase) (Beta-D-glucoside glucohydrolase) (Cellobiase) (Gentiobiase)	bglA	Paenibacillus polymyxa (Bacillus polymyxa)	448
Q7SIB7	Q7SIB7	PGK1_PIG	reviewed	Phosphoglycerate kinase 1 (EC 2.7.2.3)	PGK1	Sus scrofa (Pig)	417
Q8RDL3	Q8RDL3	RECF_CALS4	reviewed	DNA replication and repair protein RecF	recF TTE0004	Caldanaerobacter subterraneus subsp. tengcongensis (strain DSM 15242 / JCM 11007 / NBRC 100824 / MB4) (Thermoanaerobacter tengcongensis)	364
Q9H3R0	Q9H3R0	KDM4C_HUMAN	reviewed	Lysine-specific demethylase 4C (EC 1.14.11.66) (Gene amplified in squamous cell carcinoma 1 protein) (GASC-1 protein) (JmjC domain-containing histone demethylation protein 3C) (Jumonji domain-containing protein 2C) ([histone H3]-trimethyl-L-lysine(9) demethylase 4C)	KDM4C GASC1 JHDM3C JMJD2C KIAA0780	Homo sapiens (Human)	1056
Q09HD0	Q09HD0	Q09HD0_KLEPN	unreviewed	Beta-lactamase (EC 3.5.2.6)	blaGES-5 pGES-GZ_027	Klebsiella pneumoniae	287
Q9H7B4	Q9H7B4	SMYD3_HUMAN	reviewed	Histone-lysine N-methyltransferase SMYD3 (EC 2.1.1.354) (SET and MYND domain-containing protein 3) (Zinc finger MYND domain-containing protein 1)	SMYD3 ZMYND1 ZNFN3A1	Homo sapiens (Human)	428
P17693	P17693	HLAG_HUMAN	reviewed	HLA class I histocompatibility antigen, alpha chain G (HLA G antigen) (MHC class I antigen G) [Cleaved into: Soluble HLA class I histocompatibility antigen, alpha chain G (sHLA-G)]	HLA-G HLA-6.0 HLAG	Homo sapiens (Human)	338
P14147	E1WFA0	PHOQ_SALTS	reviewed	Virulence sensor histidine kinase PhoQ (EC 2.7.13.3) (EC 3.1.3.-) (Sensor histidine protein kinase/phosphatase PhoQ)	phoQ SL1344_1168	Salmonella typhimurium (strain SL1344)	487
P0DM80,P14147	P0DM80	PHOQ_SALTY	reviewed	Virulence sensor histidine kinase PhoQ (EC 2.7.13.3) (EC 3.1.3.-) (Sensor histidine protein kinase/phosphatase PhoQ)	phoQ phoZ STM1230	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	487
P08050	P08050	CXA1_RAT	reviewed	Gap junction alpha-1 protein (Connexin-43) (Cx43) (Gap junction 43 kDa heart protein)	Gja1 Cxn-43	Rattus norvegicus (Rat)	382
Q9HUK6	Q9HUK6	Q9HUK6_PSEAE	unreviewed	FimX	fimX PA4959	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	691
Q9R4E4	Q9R4E4	AROA_AGRSC	reviewed	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	aroA	Agrobacterium sp. (strain CP4)	455
Q9UPJ8	Q9UPJ8	Q9UPJ8_HUMAN	unreviewed	Non-specific serine/threonine protein kinase (EC 2.7.11.1) (Fragment)	PkB-like 1	Homo sapiens (Human)	367
P74881	P74881	PUR4_SALTY	reviewed	Phosphoribosylformylglycinamidine synthase (FGAM synthase) (FGAMS) (EC 6.3.5.3) (Formylglycinamide ribonucleotide amidotransferase) (FGAR amidotransferase) (FGAR-AT)	purL STM2565	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	1295
P63073	P63073	IF4E_MOUSE	reviewed	Eukaryotic translation initiation factor 4E (eIF-4E) (eIF4E) (mRNA cap-binding protein) (eIF-4F 25 kDa subunit)	Eif4e	Mus musculus (Mouse)	217
P60063	P60063	ADIC_ECO57	reviewed	Arginine/agmatine antiporter	adiC Z5717 ECs5097	Escherichia coli O157:H7	445
P03433	P03433	PA_I34A1	reviewed	Polymerase acidic protein (EC 3.1.-.-) (RNA-directed RNA polymerase subunit P2)	PA	Influenza A virus (strain A/Puerto Rico/8/1934 H1N1)	716
Q72J47	Q72J47	RPIA_THET2	reviewed	Ribose-5-phosphate isomerase A (EC 5.3.1.6) (Phosphoriboisomerase A) (PRI)	rpiA TT_C0932	Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27)	227
G9GAG7	G9GAG7	G9GAG7_HUMAN	unreviewed	Cadherin-associated protein (Fragment)	CTNNB1	Homo sapiens (Human)	71
O00764	O00764	PDXK_HUMAN	reviewed	Pyridoxal kinase (EC 2.7.1.35) (Pyridoxine kinase)	PDXK C21orf124 C21orf97 PKH PNK PRED79	Homo sapiens (Human)	312
Q9ALJ4	Q9ALJ4	AGAA_GEOSE	reviewed	Alpha-galactosidase AgaA (EC 3.2.1.22)	agaA	Geobacillus stearothermophilus (Bacillus stearothermophilus)	729
P60709	P60709	ACTB_HUMAN	reviewed	Actin, cytoplasmic 1 (Beta-actin) [Cleaved into: Actin, cytoplasmic 1, N-terminally processed]	ACTB	Homo sapiens (Human)	375
E7FH78	E7FH78	E7FH78_MYXXA	unreviewed	Glutaminyl Cyclase (EC 2.3.2.5)		Myxococcus xanthus	248
Q15291	Q15291	RBBP5_HUMAN	reviewed	Retinoblastoma-binding protein 5 (RBBP-5) (Retinoblastoma-binding protein RBQ-3)	RBBP5 RBQ3	Homo sapiens (Human)	538
P45481	P45481	CBP_MOUSE	reviewed	Histone lysine acetyltransferase CREBBP (EC 2.3.1.48) (Protein-lysine acetyltransferase CREBBP) (EC 2.3.1.-)	Crebbp Cbp	Mus musculus (Mouse)	2441
P14635	P14635	CCNB1_HUMAN	reviewed	G2/mitotic-specific cyclin-B1	CCNB1 CCNB	Homo sapiens (Human)	433
Q9HGR1	Q9HGR1	Q9HGR1_PODAS	unreviewed	Putative SAM-dependent O-methyltranferase	mth1	Podospora anserina (Pleurage anserina)	240
P70118	P70118	PDX1_MESAU	reviewed	Pancreas/duodenum homeobox protein 1 (Homeodomain protein PDX1) (Insulin promoter factor 1) (IPF-1)	PDX1 IPF1	Mesocricetus auratus (Golden hamster)	283
Q09472	Q09472	EP300_HUMAN	reviewed	Histone acetyltransferase p300 (p300 HAT) (EC 2.3.1.48) (E1A-associated protein p300) (Histone butyryltransferase p300) (EC 2.3.1.-) (Histone crotonyltransferase p300) (EC 2.3.1.-) (Protein 2-hydroxyisobutyryltransferase p300) (EC 2.3.1.-) (Protein lactyltransferas p300) (EC 2.3.1.-) (Protein propionyltransferase p300) (EC 2.3.1.-)	EP300 P300	Homo sapiens (Human)	2414
C0LGR3	C0LGR3	RGI3_ARATH	reviewed	LRR receptor-like serine/threonine-protein kinase RGI3 (EC 2.7.11.1) (Protein RECEPTOR OF RGF1 1) (Protein RGF1 INSENSITIVE 3)	RGI3 RGFR1 RGFR3 At4g26540 M3E9.30	Arabidopsis thaliana (Mouse-ear cress)	1091
O55043	O55043	ARHG7_RAT	reviewed	Rho guanine nucleotide exchange factor 7 (Beta-Pix) (PAK-interacting exchange factor beta)	Arhgef7 Pak3bp Pixb	Rattus norvegicus (Rat)	646
P51553	P51553	IDH3G_HUMAN	reviewed	Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial (Isocitric dehydrogenase subunit gamma) (NAD(+)-specific ICDH subunit gamma)	IDH3G	Homo sapiens (Human)	393
P00924	P00924	ENO1_YEAST	reviewed	Enolase 1 (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase 1) (2-phosphoglycerate dehydratase 1)	ENO1 ENOA HSP48 YGR254W G9160	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	437
F8QQG5	F8QQG5	F8QQG5_TABYA	unreviewed	Tablysin 15		Tabanus yao (Horsefly)	255
Q9QXL2	Q9QXL2	KI21A_MOUSE	reviewed	Kinesin-like protein KIF21A	Kif21a Kiaa1708	Mus musculus (Mouse)	1672
O15530	O15530	PDPK1_HUMAN	reviewed	3-phosphoinositide-dependent protein kinase 1 (hPDK1) (EC 2.7.11.1)	PDPK1 PDK1	Homo sapiens (Human)	556
Q9UNA0	Q9UNA0	ATS5_HUMAN	reviewed	A disintegrin and metalloproteinase with thrombospondin motifs 5 (ADAM-TS 5) (ADAM-TS5) (ADAMTS-5) (EC 3.4.24.-) (A disintegrin and metalloproteinase with thrombospondin motifs 11) (ADAM-TS 11) (ADAMTS-11) (ADMP-2) (Aggrecanase-2)	ADAMTS5 ADAMTS11 ADMP2	Homo sapiens (Human)	930
Q9KI13	Q9KI13	SDRG_STAEP	reviewed	Serine-aspartate repeat-containing protein G	sdrG	Staphylococcus epidermidis	931
D7PBN4	D7PBN4	D7PBN4_HUMAN	unreviewed	SLC45A3-BRAF fusion protein		Homo sapiens (Human)	329
Q9TVW2	Q9TVW2	ADK_TOXGO	reviewed	Adenosine kinase (AK) (EC 2.7.1.20) (Adenosine 5'-phosphotransferase)	AK	Toxoplasma gondii	363
Q9Y3M2	Q9Y3M2	CBY1_HUMAN	reviewed	Protein chibby homolog 1 (ARPP-binding protein) (Cytosolic leucine-rich protein) (PIGEA-14) (PKD2 interactor, Golgi and endoplasmic reticulum-associated 1)	CBY1 ARB1 C22orf2 CBY PGEA1 HRIHFB2025	Homo sapiens (Human)	126
O75367	O75367	H2AY_HUMAN	reviewed	Core histone macro-H2A.1 (Histone macroH2A1) (mH2A1) (Histone H2A.y) (H2A/y) (Medulloblastoma antigen MU-MB-50.205)	MACROH2A1 H2AFY	Homo sapiens (Human)	372
O00444	O00444	PLK4_HUMAN	reviewed	Serine/threonine-protein kinase PLK4 (EC 2.7.11.21) (Polo-like kinase 4) (PLK-4) (Serine/threonine-protein kinase 18) (Serine/threonine-protein kinase Sak)	PLK4 SAK STK18	Homo sapiens (Human)	970
Q6ZMT1	Q6ZMT1	STAC2_HUMAN	reviewed	SH3 and cysteine-rich domain-containing protein 2 (24b2/STAC2) (Src homology 3 and cysteine-rich domain-containing protein 2)	STAC2	Homo sapiens (Human)	411
P74325	P74325	P74325_SYNY3	unreviewed	Sucrose-phosphate phosphatase (EC 3.1.3.24)	slr0953	Synechocystis sp. (strain PCC 6803 / Kazusa)	244
P10600	P10600	TGFB3_HUMAN	reviewed	Transforming growth factor beta-3 proprotein [Cleaved into: Latency-associated peptide (LAP); Transforming growth factor beta-3 (TGF-beta-3)]	TGFB3	Homo sapiens (Human)	412
Q8A8X4	Q8A8X4	Q8A8X4_BACTN	unreviewed	SusD homolog	BT_1043	Bacteroides thetaiotaomicron (strain ATCC 29148 / DSM 2079 / JCM 5827 / CCUG 10774 / NCTC 10582 / VPI-5482 / E50)	546
P04053	P04053	TDT_HUMAN	reviewed	DNA nucleotidylexotransferase (EC 2.7.7.31) (Terminal addition enzyme) (Terminal deoxynucleotidyltransferase) (Terminal transferase)	DNTT TDT	Homo sapiens (Human)	509
Q09161	Q09161	NCBP1_HUMAN	reviewed	Nuclear cap-binding protein subunit 1 (80 kDa nuclear cap-binding protein) (CBP80) (NCBP 80 kDa subunit)	NCBP1 CBP80 NCBP	Homo sapiens (Human)	790
B1INP8	B1INP8	B1INP8_CLOBK	unreviewed	Hemagglutinin component HA33	ha33 CLD_A0071	Clostridium botulinum (strain Okra / Type B1)	294
P14207	P14207	FOLR2_HUMAN	reviewed	Folate receptor beta (FR-beta) (Folate receptor 2) (Folate receptor, fetal/placental) (Placental folate-binding protein) (FBP)	FOLR2	Homo sapiens (Human)	255
Q91RS4	Q91RS4	Q91RS4_9HEPC	unreviewed	Genome polyprotein (Fragment)		Hepacivirus C	181
O77404	O77404	TYPX_TRYBB	reviewed	Tryparedoxin (TryX)		Trypanosoma brucei brucei	144
Q92784	Q92784	DPF3_HUMAN	reviewed	Zinc finger protein DPF3 (BRG1-associated factor 45C) (BAF45C) (Zinc finger protein cer-d4)	DPF3 BAF45C CERD4	Homo sapiens (Human)	378
O14907	O14907	TX1B3_HUMAN	reviewed	Tax1-binding protein 3 (Glutaminase-interacting protein 3) (Tax interaction protein 1) (TIP-1) (Tax-interacting protein 1)	TAX1BP3 TIP1	Homo sapiens (Human)	124
O75886	O75886	STAM2_HUMAN	reviewed	Signal transducing adapter molecule 2 (STAM-2) (Hrs-binding protein)	STAM2 HBP	Homo sapiens (Human)	525
A0A6L0XH68	A0A6L0XH68	A0A6L0XH68_LEIIN	unreviewed	Proteasome_alpha_7_subunit_-_putative	LINF_270006800	Leishmania infantum	238
Q86XZ8	Q86XZ8	Q86XZ8_HUMAN	unreviewed	CDC42BPB protein (Fragment)	CDC42BPB	Homo sapiens (Human)	492
P23284	P23284	PPIB_HUMAN	reviewed	Peptidyl-prolyl cis-trans isomerase B (PPIase B) (EC 5.2.1.8) (CYP-S1) (Cyclophilin B) (Rotamase B) (S-cyclophilin) (SCYLP)	PPIB CYPB	Homo sapiens (Human)	216
Q48255	Q48255	AROQ_HELPY	reviewed	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type II DHQase)	aroQ HP_1038	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	167
P06672	P06672	PDC_ZYMMO	reviewed	Pyruvate decarboxylase (PDC) (EC 4.1.1.1)	pdc ZMO1360	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	568
O60760	O60760	HPGDS_HUMAN	reviewed	Hematopoietic prostaglandin D synthase (H-PGDS) (EC 5.3.99.2) (GST class-sigma) (Glutathione S-transferase) (EC 2.5.1.18) (Glutathione-dependent PGD synthase) (Glutathione-requiring prostaglandin D synthase) (Prostaglandin-H2 D-isomerase)	HPGDS GSTS PGDS PTGDS2	Homo sapiens (Human)	199
Q9VUQ5	Q9VUQ5	AGO2_DROME	reviewed	Protein argonaute-2	AGO2 CG7439	Drosophila melanogaster (Fruit fly)	1214
P12978	P12978	EBNA2_EBVB9	reviewed	Epstein-Barr nuclear antigen 2 (EBNA-2) (EBV nuclear antigen 2)	EBNA2 BYRF1	Epstein-Barr virus (strain B95-8) (HHV-4) (Human herpesvirus 4)	487
Q03112	Q03112	MECOM_HUMAN	reviewed	Histone-lysine N-methyltransferase MECOM (EC 2.1.1.367) (Ecotropic virus integration site 1 protein homolog) (EVI-1) (MDS1 and EVI1 complex locus protein) (Myelodysplasia syndrome 1 protein) (Myelodysplasia syndrome-associated protein 1)	MECOM EVI1 MDS1 PRDM3	Homo sapiens (Human)	1230
Q9Y6D0	Q9Y6D0	SELK_HUMAN	reviewed	Selenoprotein K (SelK)	SELENOK SELK HSPC030 HSPC297	Homo sapiens (Human)	94
P84888	P84888	AAUB_ALCFA	reviewed	Aralkylamine dehydrogenase heavy chain (EC 1.4.9.2) (Aromatic amine dehydrogenase) (AADH)	aauB	Alcaligenes faecalis	390
Q9NSY1	Q9NSY1	BMP2K_HUMAN	reviewed	BMP-2-inducible protein kinase (BIKe) (EC 2.7.11.1)	BMP2K BIKE HRIHFB2017	Homo sapiens (Human)	1161
Q95WL3	Q95WL3	Q95WL3_TRYCR	unreviewed	Farnesyl pyrophosphate synthase (Putative farnesyl pyrophosphate synthase) (Fragment)	C3747_22g238 ECC02_007468	Trypanosoma cruzi	362
P20582	P20582	PQSD_PSEAE	reviewed	Anthraniloyl-CoA anthraniloyltransferase (EC 2.3.1.262) (2-heptyl-4(1H)-quinolone synthase PqsD) (PqsD)	pqsD PA0999	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	337
P9WPA7,P63810	P9WPA7	COAA_MYCTU	reviewed	Pantothenate kinase (EC 2.7.1.33) (Pantothenic acid kinase)	coaA Rv1092c MTV017.45c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	312
P63810	P9WPA6	COAA_MYCTO	reviewed	Pantothenate kinase (EC 2.7.1.33) (Pantothenic acid kinase)	coaA MT1124	Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh)	312
P76141	P76141	LSRR_ECOLI	reviewed	Transcriptional regulator LsrR	lsrR ydeW b1512 JW1505	Escherichia coli (strain K12)	317
P0CG48	P0CG48	UBC_HUMAN	reviewed	Polyubiquitin-C [Cleaved into: Ubiquitin]	UBC	Homo sapiens (Human)	685
Q9D1A2	Q9D1A2	CNDP2_MOUSE	reviewed	Cytosolic non-specific dipeptidase (EC 3.4.13.18) (CNDP dipeptidase 2) (Glutamate carboxypeptidase-like protein 1) (Threonyl dipeptidase)	Cndp2 Cn2	Mus musculus (Mouse)	475
Q8K2I1	Q8K2I1	FNTB_MOUSE	reviewed	Protein farnesyltransferase subunit beta (FTase-beta) (EC 2.5.1.58) (CAAX farnesyltransferase subunit beta) (Ras proteins prenyltransferase subunit beta)	Fntb	Mus musculus (Mouse)	437
P93832	P93832	LEU32_ARATH	reviewed	3-isopropylmalate dehydrogenase 2, chloroplastic (3-IPM-DH 2) (AtIMDH2) (AtIMDH3) (IMDH 2) (EC 1.1.1.85) (Beta-IPM dehydrogenase 2) (Isopropylmalate dehydrogenase 2) (AtIMD2)	IMDH2 IMD2 IMDH IPMDH2 At1g80560 T21F11.11	Arabidopsis thaliana (Mouse-ear cress)	405
O43426	O43426	SYNJ1_HUMAN	reviewed	Synaptojanin-1 (EC 3.1.3.36) (Synaptic inositol 1,4,5-trisphosphate 5-phosphatase 1)	SYNJ1 KIAA0910	Homo sapiens (Human)	1573
P38920	P38920	MLH1_YEAST	reviewed	DNA mismatch repair protein MLH1 (MutL protein homolog 1) (Post meiotic segregation protein 2)	MLH1 PMS2 YMR167W YM8520.16	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	769
P19576	P19576	MALE_SALTY	reviewed	Maltose/maltodextrin-binding periplasmic protein (MMBP) (Maltodextrin-binding protein) (Maltose-binding protein) (MBP)	malE STM4229	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	396
P54753	P54753	EPHB3_HUMAN	reviewed	Ephrin type-B receptor 3 (EC 2.7.10.1) (EPH-like tyrosine kinase 2) (EPH-like kinase 2) (Embryonic kinase 2) (EK2) (hEK2) (Tyrosine-protein kinase TYRO6)	EPHB3 ETK2 HEK2 TYRO6	Homo sapiens (Human)	998
Q9Y6K1	Q9Y6K1	DNM3A_HUMAN	reviewed	DNA (cytosine-5)-methyltransferase 3A (Dnmt3a) (EC 2.1.1.37) (Cysteine methyltransferase DNMT3A) (EC 2.1.1.-) (DNA methyltransferase HsaIIIA) (DNA MTase HsaIIIA) (M.HsaIIIA)	DNMT3A	Homo sapiens (Human)	912
Q16539	Q16539	MK14_HUMAN	reviewed	Mitogen-activated protein kinase 14 (MAP kinase 14) (MAPK 14) (EC 2.7.11.24) (Cytokine suppressive anti-inflammatory drug-binding protein) (CSAID-binding protein) (CSBP) (MAP kinase MXI2) (MAX-interacting protein 2) (Mitogen-activated protein kinase p38 alpha) (MAP kinase p38 alpha) (Stress-activated protein kinase 2a) (SAPK2a)	MAPK14 CSBP CSBP1 CSBP2 CSPB1 MXI2 SAPK2A	Homo sapiens (Human)	360
U6NCW5	U6NCW5	U6NCW5_ECOLI		Deleted.			
P01863	P01863	GCAA_MOUSE	reviewed	Ig gamma-2A chain C region, A allele (Immunoglobulin heavy chain gamma polypeptide)	Ighg	Mus musculus (Mouse)	330
P9WIH3	P9WIH3	PCKG_MYCTU	reviewed	Phosphoenolpyruvate carboxykinase [GTP] (PEP carboxykinase) (PEPCK) (EC 4.1.1.32) (GTP-dependent phosphoenolpyruvate carboxykinase) (GTP-PEPCK)	pckG pck1 pckA Rv0211 MTCY08D5.06	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	606
W7JP72	W7JP72	W7JP72_PLAFO	unreviewed	Lysine--tRNA ligase (EC 6.1.1.6) (Lysyl-tRNA synthetase)	PFNF54_04763	Plasmodium falciparum (isolate NF54)	521
Q965D7	Q965D7	Q965D7_PLAFA	unreviewed	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.59)	fabZ	Plasmodium falciparum	230
Q8DSE5	Q8DSE5	Q8DSE5_STRMU	unreviewed	Putative deoxycytidylate deaminase	comEB SMU_1849	Streptococcus mutans serotype c (strain ATCC 700610 / UA159)	150
Q8PC69	Q8PC69	Q8PC69_XANCP	unreviewed	Uncharacterized protein	XCC0866	Xanthomonas campestris pv. campestris (strain ATCC 33913 / DSM 3586 / NCPPB 528 / LMG 568 / P 25)	568
